Account ID,Account Type,Account Age,KYC Status,Historical Fraud Involvement
ACC4647,personal,2611,1,0
ACC4648,business,349,0,0
ACC4649,personal,2976,0,0
ACC4650,personal,1446,1,0
ACC4651,personal,722,1,0
ACC4652,personal,931,1,0
ACC4653,business,2833,1,0
ACC4654,personal,1039,1,0
ACC4655,personal,795,1,0
ACC4656,personal,2270,1,0
ACC4657,personal,2715,1,0
ACC4658,personal,2403,1,0
ACC4659,personal,948,1,0
ACC4660,personal,775,1,0
ACC4661,personal,3481,1,0
ACC4662,personal,3075,1,0
ACC4663,personal,2794,1,0
ACC4664,personal,2627,1,0
ACC4665,business,1264,1,0
ACC4666,personal,2381,1,0
ACC4667,personal,1337,1,0
ACC4668,personal,1606,1,0
ACC4669,personal,1430,0,0
ACC4670,personal,1077,1,0
ACC4671,personal,3512,1,0
ACC4672,personal,1923,1,0
ACC4673,personal,271,1,0
ACC4674,personal,2333,1,0
ACC4675,personal,1113,1,0
ACC4676,personal,1223,0,0
ACC4677,personal,1944,1,0
ACC4678,personal,923,1,0
ACC4679,business,407,1,0
ACC4680,personal,2687,1,0
ACC4681,personal,2761,1,0
ACC4682,personal,1436,1,0
ACC4683,personal,2493,1,0
ACC4684,personal,2235,1,0
ACC4685,business,258,0,0
ACC4686,personal,1905,1,0
ACC4687,personal,2964,1,0
ACC4688,personal,3372,1,0
ACC4689,personal,2089,0,0
ACC4690,personal,242,1,0
ACC4691,personal,2611,1,0
ACC4692,personal,3094,1,0
ACC4693,personal,2980,1,0
ACC4694,personal,1336,1,0
ACC4695,personal,3068,1,0
ACC4696,personal,1906,1,0
ACC4697,personal,1814,1,0
ACC4698,business,1650,1,0
ACC4699,personal,1339,1,0
ACC4700,personal,3482,1,0
ACC4701,personal,277,1,0
ACC4702,personal,2399,1,0
ACC4703,personal,814,1,0
ACC4704,business,2358,0,0
ACC4705,personal,1614,1,0
ACC4706,personal,777,0,0
ACC4707,personal,3409,1,0
ACC4708,personal,67,1,0
ACC4709,personal,965,1,0
ACC4710,personal,847,1,0
ACC4711,personal,1049,0,0
ACC4712,personal,3159,1,0
ACC4713,personal,3127,1,0
ACC4714,personal,50,0,0
ACC4715,personal,2222,1,0
ACC4716,personal,585,1,0
ACC4717,personal,2374,1,0
ACC4718,personal,804,1,0
ACC4719,personal,1494,1,1
ACC4720,personal,2518,1,0
ACC4721,personal,2737,1,0
ACC4722,personal,655,1,0
ACC4723,personal,2559,1,0
ACC4724,personal,2286,1,0
ACC4725,personal,3334,1,0
ACC4726,business,1102,1,0
ACC4727,personal,1045,1,0
ACC4728,personal,404,1,0
ACC4729,personal,1953,1,1
ACC4730,personal,3334,1,0
ACC4731,business,2704,1,0
ACC4732,personal,1808,1,0
ACC4733,personal,2919,0,0
ACC4734,personal,2709,1,1
ACC4735,business,841,1,0
ACC4736,personal,2492,0,0
ACC4737,personal,3040,1,0
ACC4738,personal,3504,1,0
ACC4739,personal,2054,1,1
ACC4740,personal,2143,1,1
ACC4741,personal,1061,1,0
ACC4742,personal,3488,1,0
ACC4743,personal,740,1,0
ACC4744,personal,3126,0,0
ACC4745,personal,1705,1,0
ACC4746,personal,732,1,1
ACC4747,personal,3082,1,0
ACC4748,personal,885,0,0
ACC4749,personal,1928,1,0
ACC4750,personal,1999,1,0
ACC4751,personal,1572,1,0
ACC4752,personal,337,1,0
ACC4753,business,2812,1,0
ACC4754,personal,3417,1,0
ACC4755,business,1566,1,0
ACC4756,personal,3142,1,0
ACC4757,personal,2226,1,0
ACC4758,personal,2924,1,0
ACC4759,personal,1234,1,0
ACC4760,personal,556,1,0
ACC4761,business,2299,1,0
ACC4762,personal,2573,1,0
ACC4763,personal,1096,1,0
ACC4764,personal,1896,1,0
ACC4765,personal,3583,1,0
ACC4766,personal,2964,1,0
ACC4767,business,1566,0,0
ACC4768,personal,253,1,0
ACC4769,personal,62,1,0
ACC4770,personal,2887,1,0
ACC4771,personal,55,1,0
ACC4772,personal,986,1,0
ACC4773,personal,672,1,0
ACC4774,personal,262,1,0
ACC4775,personal,2135,1,0
ACC4776,personal,2147,1,0
ACC4777,personal,2143,1,0
ACC4778,personal,2672,1,0
ACC4779,personal,2839,1,0
ACC4780,business,1713,1,0
ACC4781,business,1664,1,0
ACC4782,personal,2909,1,0
ACC4783,personal,3381,0,0
ACC4784,personal,1154,1,0
ACC4785,personal,1559,0,0
ACC4786,personal,3102,1,0
ACC4787,business,1625,0,0
ACC4788,personal,3534,1,0
ACC4789,personal,2090,1,0
ACC4790,personal,3253,1,0
ACC4791,business,1848,1,1
ACC4792,personal,2075,1,0
ACC4793,business,3537,1,0
ACC4794,business,603,1,0
ACC4795,personal,1207,0,0
ACC4796,personal,390,1,0
ACC4797,personal,55,1,0
ACC4798,personal,2383,1,0
ACC4799,personal,2874,1,0
ACC4800,personal,3555,1,0
ACC4801,personal,1489,1,0
ACC4802,personal,3636,1,0
ACC4803,personal,1044,1,1
ACC4804,personal,2175,1,0
ACC4805,personal,3198,1,0
ACC4806,personal,2333,1,0
ACC4807,personal,2634,0,0
ACC4808,personal,3176,1,0
ACC4809,personal,3548,1,0
ACC4810,personal,1367,1,0
ACC4811,personal,556,1,0
ACC4812,personal,3151,1,0
ACC4813,personal,738,1,0
ACC4814,personal,1328,1,0
ACC4815,personal,1515,1,0
ACC4816,personal,558,1,0
ACC4817,personal,519,1,0
ACC4818,personal,2054,1,1
ACC4819,personal,2610,1,0
ACC4820,business,2643,1,0
ACC4821,personal,396,1,0
ACC4822,business,3198,1,0
ACC4823,personal,1493,1,0
ACC4824,personal,1525,1,0
ACC4825,business,1625,1,0
ACC4826,business,87,1,0
ACC4827,business,85,1,0
ACC4828,personal,2072,1,0
ACC4829,personal,3465,1,0
ACC4830,personal,2744,0,0
ACC4831,personal,2436,1,0
ACC4832,personal,120,1,0
ACC4833,personal,1359,1,0
ACC4834,personal,400,0,0
ACC4835,personal,3594,0,0
ACC4836,personal,1271,1,0
ACC4837,personal,242,1,0
ACC4838,personal,469,1,0
ACC4839,personal,135,1,0
ACC4840,personal,2115,1,0
ACC4841,personal,1491,1,0
ACC4842,personal,135,1,0
ACC4843,personal,1087,1,0
ACC4844,personal,3606,1,1
ACC4845,personal,554,1,0
ACC4846,business,2389,1,0
ACC4847,personal,2932,1,0
ACC4848,personal,1088,1,0
ACC4849,business,2380,1,0
ACC4850,personal,1798,1,0
ACC4851,personal,755,0,0
ACC4852,personal,108,0,0
ACC4853,personal,2989,1,0
ACC4854,personal,862,1,0
ACC4855,personal,151,1,0
ACC4856,personal,2434,1,0
ACC4857,personal,1813,1,0
ACC4858,personal,58,1,0
ACC4859,personal,1180,1,0
ACC4860,personal,1762,1,0
ACC4861,personal,977,1,0
ACC4862,personal,823,1,0
ACC4863,personal,2268,1,0
ACC4864,personal,2085,1,0
ACC4865,personal,2170,1,1
ACC4866,personal,2525,1,0
ACC4867,personal,1988,1,0
ACC4868,personal,2987,1,0
ACC4869,personal,842,1,0
ACC4870,business,893,1,0
ACC4871,personal,739,1,0
ACC4872,personal,3574,1,0
ACC4873,personal,1151,0,0
ACC4874,personal,2496,1,1
ACC4875,business,870,1,0
ACC4876,personal,3332,1,0
ACC4877,personal,309,1,0
ACC4878,business,2281,0,0
ACC4879,personal,1278,1,0
ACC4880,business,181,0,0
ACC4881,personal,1150,1,0
ACC4882,personal,1161,1,1
ACC4883,personal,3128,1,0
ACC4884,personal,3509,1,0
ACC4885,personal,2343,1,0
ACC4886,personal,2800,1,0
ACC4887,business,3167,1,0
ACC4888,personal,1635,1,0
ACC4889,personal,2469,1,0
ACC4890,business,2730,1,0
ACC4891,personal,226,1,0
ACC4892,personal,3310,1,0
ACC4893,personal,346,1,1
ACC4894,personal,2641,1,0
ACC4895,personal,17,1,0
ACC4896,personal,1330,1,0
ACC4897,personal,974,1,0
ACC4898,personal,350,0,0
ACC4899,personal,2420,1,0
ACC4900,personal,1545,1,0
ACC4901,personal,384,1,0
ACC4902,business,3116,1,0
ACC4903,business,1513,1,0
ACC4904,personal,1624,1,0
ACC4905,personal,2627,1,0
ACC4906,personal,2773,1,0
ACC4907,personal,2123,1,0
ACC4908,business,279,1,0
ACC4909,personal,237,1,1
ACC4910,personal,1252,1,0
ACC4911,personal,1338,0,1
ACC4912,personal,794,1,0
ACC4913,personal,165,1,0
ACC4914,personal,3542,1,0
ACC4915,personal,3299,1,0
ACC4916,personal,2666,1,0
ACC4917,business,727,1,0
ACC4918,personal,814,1,0
ACC4919,personal,1913,1,1
ACC4920,personal,2440,1,0
ACC4921,personal,3625,1,0
ACC4922,personal,1906,1,0
ACC4923,personal,951,1,0
ACC4924,personal,3608,1,0
ACC4925,personal,3112,1,0
ACC4926,personal,1382,0,0
ACC4927,business,3239,1,0
ACC4928,personal,1226,0,1
ACC4929,personal,2573,1,0
ACC4930,personal,458,0,1
ACC4931,business,3157,1,0
ACC4932,personal,3501,1,0
ACC4933,personal,254,1,0
ACC4934,business,1588,1,1
ACC4935,personal,2401,1,0
ACC4936,personal,2045,1,0
ACC4937,personal,2523,1,0
ACC4938,personal,2029,1,0
ACC4939,business,29,1,0
ACC4940,personal,2521,1,0
ACC4941,personal,2357,1,0
ACC4942,personal,1246,1,0
ACC4943,personal,2338,1,0
ACC4944,personal,2802,1,0
ACC4945,personal,3478,1,0
ACC4946,personal,981,0,0
ACC4947,personal,2494,1,1
ACC4948,personal,1189,1,0
ACC4949,personal,1220,1,1
ACC4950,personal,3496,1,0
ACC4951,business,3375,1,0
ACC4952,business,3024,1,0
ACC4953,personal,2655,1,0
ACC4954,personal,17,1,0
ACC4955,personal,808,1,0
ACC4956,personal,106,1,0
ACC4957,personal,113,1,0
ACC4958,personal,1275,1,0
ACC4959,business,291,1,0
ACC4960,personal,1241,1,0
ACC4961,personal,179,1,0
ACC4962,personal,2222,1,0
ACC4963,personal,851,1,0
ACC4964,personal,1202,1,0
ACC4965,personal,327,1,0
ACC4966,business,515,1,0
ACC4967,personal,1513,1,0
ACC4968,business,2896,1,0
ACC4969,business,755,1,0
ACC4970,personal,3040,1,0
ACC4971,personal,1107,1,0
ACC4972,personal,2144,1,0
ACC4973,personal,624,1,1
ACC4974,personal,3463,1,0
ACC4975,personal,3382,1,1
ACC4976,personal,2463,1,0
ACC4977,personal,177,1,0
ACC4978,personal,2762,1,0
ACC4979,personal,523,1,0
ACC4980,personal,548,1,0
ACC4981,personal,1379,0,0
ACC4982,personal,2968,1,0
ACC4983,business,1996,1,0
ACC4984,personal,3195,1,0
ACC4985,personal,1622,1,0
ACC4986,business,3431,1,0
ACC4987,personal,3255,1,0
ACC4988,business,2665,1,0
ACC4989,personal,3080,0,0
ACC4990,personal,1837,1,0
ACC4991,personal,351,1,0
ACC4992,personal,491,1,0
ACC4993,personal,1768,1,0
ACC4994,personal,2516,1,0
ACC4995,personal,1616,1,0
ACC4996,personal,2721,1,0
ACC4997,personal,2863,1,0
ACC4998,business,3112,1,0
ACC4999,personal,2175,1,0
ACC5000,personal,355,1,0
ACC5001,personal,2901,1,0
ACC5002,personal,759,1,0
ACC5003,personal,2442,1,0
ACC5004,personal,3640,1,0
ACC5005,personal,2723,1,0
ACC5006,business,1215,1,0
ACC5007,business,516,1,0
ACC5008,personal,731,1,0
ACC5009,personal,731,1,0
ACC5010,personal,3265,1,1
ACC5011,personal,3306,1,0
ACC5012,personal,2133,1,0
ACC5013,personal,3577,0,0
ACC5014,personal,1702,1,0
ACC5015,personal,1755,1,0
ACC5016,personal,2628,1,0
ACC5017,business,2993,1,0
ACC5018,personal,1878,1,0
ACC5019,personal,2387,1,0
ACC5020,business,3284,0,0
ACC5021,personal,194,1,0
ACC5022,business,837,1,0
ACC5023,business,1589,1,0
ACC5024,personal,2422,1,0
ACC5025,business,2528,1,0
ACC5026,personal,2126,1,0
ACC5027,personal,1689,1,0
ACC5028,personal,2614,1,0
ACC5029,business,1532,1,0
ACC5030,personal,2330,1,0
ACC5031,personal,2818,1,0
ACC5032,personal,2452,1,0
ACC5033,business,1521,1,0
ACC5034,business,942,1,0
ACC5035,personal,3121,1,0
ACC5036,personal,372,1,0
ACC5037,personal,1042,1,0
ACC5038,personal,801,0,0
ACC5039,personal,1734,1,0
ACC5040,personal,455,0,0
ACC5041,business,1632,1,0
ACC5042,personal,3441,1,0
ACC5043,personal,1284,1,0
ACC5044,business,2658,1,0
ACC5045,personal,2369,0,0
ACC5046,personal,1945,1,1
ACC5047,personal,1353,1,0
ACC5048,personal,914,1,0
ACC5049,personal,183,1,0
ACC5050,personal,2635,1,0
ACC5051,personal,1720,1,0
ACC5052,personal,65,1,0
ACC5053,personal,774,1,0
ACC5054,personal,722,1,0
ACC5055,personal,2700,1,1
ACC5056,personal,705,1,0
ACC5057,business,1823,1,0
ACC5058,personal,3502,0,0
ACC5059,personal,2362,1,0
ACC5060,personal,3071,1,0
ACC5061,personal,895,1,0
ACC5062,personal,1838,1,0
ACC5063,business,2269,1,0
ACC5064,personal,2247,1,0
ACC5065,business,1401,1,0
ACC5066,personal,3450,1,1
ACC5067,personal,154,1,0
ACC5068,personal,584,1,0
ACC5069,personal,2331,0,0
ACC5070,personal,2942,1,0
ACC5071,personal,535,1,0
ACC5072,personal,408,1,0
ACC5073,business,1292,1,0
ACC5074,business,1563,1,0
ACC5075,business,1242,1,0
ACC5076,personal,1587,1,0
ACC5077,personal,473,1,0
ACC5078,personal,1707,1,0
ACC5079,personal,1747,1,0
ACC5080,personal,560,1,0
ACC5081,business,1883,1,0
ACC5082,personal,144,1,0
ACC5083,personal,895,1,0
ACC5084,personal,2243,1,1
ACC5085,personal,2164,1,0
ACC5086,personal,1354,1,0
ACC5087,personal,1237,1,0
ACC5088,personal,3450,1,0
ACC5089,personal,2344,1,0
ACC5090,business,685,1,0
ACC5091,personal,2488,1,0
ACC5092,personal,2640,1,0
ACC5093,personal,2814,0,0
ACC5094,business,2504,0,0
ACC5095,personal,1532,1,0
ACC5096,personal,2521,1,0
ACC5097,personal,1284,1,0
ACC5098,personal,341,1,0
ACC5099,personal,3478,1,0
ACC5100,personal,1437,1,1
ACC5101,personal,348,1,0
ACC5102,personal,2465,1,0
ACC5103,personal,1065,1,0
ACC5104,personal,2513,1,0
ACC5105,personal,397,1,0
ACC5106,business,3614,1,0
ACC5107,personal,408,1,0
ACC5108,personal,67,0,0
ACC5109,personal,2439,1,0
ACC5110,personal,2099,1,0
ACC5111,business,1056,1,0
ACC5112,business,2330,1,0
ACC5113,personal,795,1,0
ACC5114,personal,2008,1,0
ACC5115,personal,1384,1,0
ACC5116,personal,953,1,0
ACC5117,personal,628,1,0
ACC5118,personal,749,1,0
ACC5119,personal,2853,1,0
ACC5120,personal,2917,1,0
ACC5121,business,990,1,0
ACC5122,personal,259,1,0
ACC5123,personal,2177,1,0
ACC5124,personal,1065,1,0
ACC5125,personal,1521,0,0
ACC5126,personal,3341,1,0
ACC5127,personal,3502,1,0
ACC5128,personal,474,1,0
ACC5129,business,1818,1,0
ACC5130,business,2841,1,0
ACC5131,personal,2876,1,0
ACC5132,business,3320,1,0
ACC5133,personal,2786,1,0
ACC5134,personal,3629,1,0
ACC5135,personal,3269,1,0
ACC5136,personal,2898,1,0
ACC5137,personal,359,1,0
ACC5138,personal,121,1,0
ACC5139,personal,3571,1,0
ACC5140,personal,699,1,0
ACC5141,personal,1393,1,0
ACC5142,personal,2246,1,0
ACC5143,personal,671,1,0
ACC5144,business,1487,1,0
ACC5145,personal,3224,1,0
ACC5146,business,377,1,0
ACC5147,personal,1116,1,0
ACC5148,personal,1305,1,1
ACC5149,personal,2678,1,0
ACC5150,business,2019,1,0
ACC5151,business,2772,1,0
ACC5152,personal,3330,0,0
ACC5153,personal,1010,1,0
ACC5154,personal,2764,1,0
ACC5155,personal,2673,1,0
ACC5156,personal,1566,1,0
ACC5157,personal,3114,0,0
ACC5158,personal,147,1,0
ACC5159,personal,968,0,0
ACC5160,personal,2964,1,0
ACC5161,personal,2145,0,0
ACC5162,personal,1410,1,0
ACC5163,personal,3512,1,0
ACC5164,personal,480,0,0
ACC5165,personal,1411,1,0
ACC5166,personal,1986,1,0
ACC5167,personal,3638,1,0
ACC5168,personal,2330,1,0
ACC5169,personal,765,1,0
ACC5170,business,59,0,0
ACC5171,personal,1863,1,0
ACC5172,personal,1241,1,0
ACC5173,personal,1790,1,0
ACC5174,personal,258,1,0
ACC5175,business,363,1,0
ACC5176,personal,387,1,0
ACC5177,business,1099,1,0
ACC5178,personal,925,1,0
ACC5179,personal,2368,0,0
ACC5180,personal,3547,1,0
ACC5181,personal,2132,1,0
ACC5182,business,2883,1,0
ACC5183,personal,2714,1,0
ACC5184,business,2080,1,0
ACC5185,personal,3579,1,0
ACC5186,personal,2643,1,0
ACC5187,business,1221,1,0
ACC5188,personal,2057,0,0
ACC5189,personal,3607,1,0
ACC5190,personal,2697,1,0
ACC5191,personal,2964,1,0
ACC5192,personal,1769,1,0
ACC5193,personal,3514,1,0
ACC5194,business,3305,1,0
ACC5195,personal,2317,1,0
ACC5196,personal,3539,1,0
ACC5197,personal,2885,1,0
ACC5198,personal,2456,1,0
ACC5199,business,2371,1,0
ACC5200,personal,362,1,0
ACC5201,personal,2142,1,0
ACC5202,personal,257,1,0
ACC5203,personal,3461,1,0
ACC5204,business,3105,1,0
ACC5205,personal,2831,1,0
ACC5206,personal,3270,1,0
ACC5207,personal,2376,0,0
ACC5208,personal,2641,1,0
ACC5209,personal,3181,1,0
ACC5210,personal,1876,1,0
ACC5211,personal,2958,1,0
ACC5212,business,1407,1,1
ACC5213,business,828,1,0
ACC5214,personal,1156,1,0
ACC5215,business,1504,1,0
ACC5216,personal,1404,1,0
ACC5217,personal,1482,1,0
ACC5218,personal,315,1,0
ACC5219,business,1791,1,0
ACC5220,personal,1530,1,0
ACC5221,personal,3166,1,0
ACC5222,personal,1708,1,0
ACC5223,personal,296,1,0
ACC5224,personal,1429,1,0
ACC5225,personal,1997,1,0
ACC5226,business,26,1,1
ACC5227,personal,274,1,0
ACC5228,business,1581,1,1
ACC5229,personal,1872,1,0
ACC5230,business,2638,1,0
ACC5231,personal,431,1,0
ACC5232,personal,982,1,1
ACC5233,personal,1856,1,0
ACC5234,personal,329,0,0
ACC5235,personal,1090,1,0
ACC5236,personal,2158,1,0
ACC5237,personal,1896,1,0
ACC5238,personal,1335,1,0
ACC5239,personal,3605,1,0
ACC5240,personal,1745,1,0
ACC5241,personal,98,1,0
ACC5242,personal,1864,1,0
ACC5243,personal,2577,1,0
ACC5244,personal,2422,1,0
ACC5245,personal,2169,1,0
ACC5246,business,468,1,0
ACC5247,personal,632,1,0
ACC5248,personal,132,1,0
ACC5249,business,3065,1,0
ACC5250,personal,1458,1,0
ACC5251,personal,1865,1,0
ACC5252,business,369,1,0
ACC5253,business,903,1,0
ACC5254,personal,2119,1,0
ACC5255,business,1177,1,0
ACC5256,personal,3478,1,0
ACC5257,business,707,1,0
ACC5258,personal,287,1,0
ACC5259,personal,1641,1,0
ACC5260,business,984,1,0
ACC5261,personal,2543,1,0
ACC5262,personal,1854,1,0
ACC5263,business,1579,1,0
ACC5264,personal,3335,1,0
ACC5265,personal,660,1,0
ACC5266,personal,3486,1,0
ACC5267,personal,2942,1,0
ACC5268,personal,1161,1,0
ACC5269,personal,2626,1,0
ACC5270,business,1108,1,0
ACC5271,personal,3192,0,0
ACC5272,personal,945,1,0
ACC5273,personal,1385,0,0
ACC5274,personal,2839,1,0
ACC5275,personal,964,1,1
ACC5276,personal,2287,1,0
ACC5277,personal,3325,1,0
ACC5278,personal,1731,1,0
ACC5279,personal,2431,1,0
ACC5280,personal,2634,1,0
ACC5281,personal,3270,1,0
ACC5282,personal,204,1,0
ACC5283,personal,1702,1,0
ACC5284,business,1793,1,0
ACC5285,personal,3177,1,1
ACC5286,personal,2997,1,0
ACC5287,personal,1512,1,0
ACC5288,personal,2167,1,0
ACC5289,personal,3517,1,0
ACC5290,personal,3028,1,0
ACC5291,business,1849,1,0
ACC5292,personal,2180,1,0
ACC5293,personal,3099,0,0
ACC5294,personal,2943,1,0
ACC5295,personal,1952,0,0
ACC5296,personal,1875,1,0
ACC5297,personal,1466,1,0
ACC5298,personal,1758,1,0
ACC5299,personal,3278,1,0
ACC5300,business,3318,1,0
ACC5301,personal,2342,0,0
ACC5302,personal,3582,1,0
ACC5303,personal,3504,1,0
ACC5304,business,3487,0,0
ACC5305,business,2064,1,0
ACC5306,personal,1203,1,0
ACC5307,personal,1059,0,0
ACC5308,personal,1331,1,0
ACC5309,personal,3078,1,0
ACC5310,personal,3345,1,0
ACC5311,business,1557,1,0
ACC5312,personal,1682,1,0
ACC5313,personal,3468,1,0
ACC5314,business,1306,1,1
ACC5315,personal,1943,1,0
ACC5316,personal,756,0,0
ACC5317,business,1399,1,0
ACC5318,business,2141,0,0
ACC5319,personal,519,1,0
ACC5320,personal,3238,1,0
ACC5321,business,2528,0,0
ACC5322,personal,615,1,0
ACC5323,personal,3357,1,0
ACC5324,personal,3604,1,0
ACC5325,business,1388,1,0
ACC5326,personal,1469,1,0
ACC5327,personal,1732,1,0
ACC5328,business,899,1,0
ACC5329,personal,2461,1,0
ACC5330,personal,278,1,0
ACC5331,personal,126,1,0
ACC5332,personal,2349,1,0
ACC5333,personal,3057,1,0
ACC5334,personal,1358,1,0
ACC5335,personal,2512,1,0
ACC5336,personal,613,1,0
ACC5337,personal,291,1,0
ACC5338,personal,1084,1,1
ACC5339,personal,1994,1,0
ACC5340,personal,1528,1,0
ACC5341,personal,2080,1,0
ACC5342,personal,1372,1,0
ACC5343,business,2605,1,0
ACC5344,personal,2468,1,0
ACC5345,personal,1584,1,0
ACC5346,personal,3081,1,0
ACC5347,personal,2674,1,0
ACC5348,business,888,1,0
ACC5349,personal,329,1,0
ACC5350,personal,1214,1,0
ACC5351,personal,1039,0,0
ACC5352,business,1796,1,0
ACC5353,personal,3571,1,0
ACC5354,personal,63,1,0
ACC5355,business,1649,1,0
ACC5356,business,3642,1,0
ACC5357,personal,2030,1,0
ACC5358,personal,448,1,0
ACC5359,personal,217,1,0
ACC5360,personal,1332,1,1
ACC5361,personal,2063,1,0
ACC5362,personal,946,1,0
ACC5363,personal,610,1,0
ACC5364,personal,2291,0,0
ACC5365,personal,82,0,0
ACC5366,personal,3632,1,0
ACC5367,business,2798,1,0
ACC5368,personal,2643,1,0
ACC5369,personal,1346,1,0
ACC5370,business,1130,0,1
ACC5371,business,1245,1,0
ACC5372,personal,528,1,0
ACC5373,business,1854,1,0
ACC5374,business,3623,1,0
ACC5375,personal,897,1,0
ACC5376,business,663,1,0
ACC5377,personal,2704,1,0
ACC5378,personal,567,1,0
ACC5379,personal,707,1,0
ACC5380,personal,3629,0,0
ACC5381,business,214,1,0
ACC5382,personal,34,1,0
ACC5383,personal,3600,0,0
ACC5384,personal,3610,1,0
ACC5385,personal,3127,1,0
ACC5386,personal,3243,1,0
ACC5387,personal,497,1,0
ACC5388,business,1644,1,0
ACC5389,personal,532,1,0
ACC5390,personal,2546,1,0
ACC5391,personal,3230,1,0
ACC5392,personal,88,1,0
ACC5393,personal,407,0,0
ACC5394,personal,2034,1,1
ACC5395,personal,2947,1,0
ACC5396,personal,100,1,0
ACC5397,personal,3420,1,0
ACC5398,personal,3449,0,0
ACC5399,business,1249,1,0
ACC5400,personal,1721,1,0
ACC5401,personal,425,1,0
ACC5402,personal,2349,1,0
ACC5403,personal,3268,1,0
ACC5404,personal,235,1,0
ACC5405,personal,2263,1,0
ACC5406,personal,2164,1,0
ACC5407,personal,3106,1,0
ACC5408,business,513,1,0
ACC5409,personal,1447,1,0
ACC5410,personal,3315,1,0
ACC5411,personal,3325,1,0
ACC5412,personal,3056,1,0
ACC5413,business,2681,1,0
ACC5414,personal,69,1,0
ACC5415,business,1900,1,0
ACC5416,business,3278,1,0
ACC5417,personal,323,1,0
ACC5418,business,9,1,0
ACC5419,personal,874,1,0
ACC5420,personal,2748,1,0
ACC5421,personal,1482,1,0
ACC5422,personal,3468,1,0
ACC5423,personal,1900,1,0
ACC5424,personal,153,1,0
ACC5425,personal,817,1,0
ACC5426,personal,2804,1,0
ACC5427,personal,3591,1,0
ACC5428,personal,1444,1,0
ACC5429,personal,2154,1,0
ACC5430,personal,3407,1,0
ACC5431,personal,2924,0,0
ACC5432,business,1556,1,0
ACC5433,personal,3625,0,0
ACC5434,personal,1105,1,0
ACC5435,personal,2723,1,0
ACC5436,personal,3623,1,0
ACC5437,personal,303,1,0
ACC5438,personal,815,1,0
ACC5439,personal,2712,1,0
ACC5440,business,2566,1,0
ACC5441,business,400,1,0
ACC5442,personal,3515,1,0
ACC5443,personal,1066,1,0
ACC5444,personal,2148,0,0
ACC5445,personal,3218,1,0
ACC5446,personal,1345,1,0
ACC5447,personal,2473,1,0
ACC5448,business,3647,1,0
ACC5449,personal,382,1,0
ACC5450,personal,2467,1,0
ACC5451,personal,2808,0,0
ACC5452,personal,255,1,0
ACC5453,personal,3429,1,0
ACC5454,personal,254,1,1
ACC5455,personal,91,1,0
ACC5456,personal,2879,1,0
ACC5457,personal,2694,1,0
ACC5458,personal,347,1,0
ACC5459,personal,719,1,0
ACC5460,personal,604,1,0
ACC5461,personal,1103,1,0
ACC5462,personal,179,1,0
ACC5463,personal,230,1,0
ACC5464,personal,2037,1,0
ACC5465,personal,1634,1,0
ACC5466,personal,2066,1,1
ACC5467,business,1101,1,0
ACC5468,personal,303,0,0
ACC5469,personal,3089,0,0
ACC5470,personal,364,1,0
ACC5471,personal,758,0,0
ACC5472,business,405,1,0
ACC5473,personal,1408,0,0
ACC5474,personal,370,1,1
ACC5475,personal,502,1,1
ACC5476,personal,1304,0,0
ACC5477,business,2971,1,0
ACC5478,personal,3084,1,0
ACC5479,personal,2091,0,0
ACC5480,personal,2551,1,0
ACC5481,personal,423,1,0
ACC5482,personal,876,1,0
ACC5483,business,3381,1,0
ACC5484,personal,2153,1,1
ACC5485,personal,2611,1,0
ACC5486,personal,1572,1,0
ACC5487,personal,156,1,1
ACC5488,personal,2772,1,0
ACC5489,business,2811,1,0
ACC5490,personal,2894,1,0
ACC5491,personal,1810,1,0
ACC5492,personal,773,1,0
ACC5493,personal,2903,1,0
ACC5494,personal,1223,1,0
ACC5495,personal,1704,1,0
ACC5496,personal,392,1,0
ACC5497,business,890,1,0
ACC5498,business,2886,1,0
ACC5499,personal,387,1,0
ACC5500,business,2986,1,0
ACC5501,personal,231,1,0
ACC5502,personal,572,1,0
ACC5503,personal,866,1,0
ACC5504,personal,747,1,0
ACC5505,personal,2346,1,0
ACC5506,business,432,0,0
ACC5507,personal,1302,1,0
ACC5508,personal,665,1,0
ACC5509,personal,2272,1,0
ACC5510,personal,733,1,0
ACC5511,personal,3378,1,1
ACC5512,business,598,1,0
ACC5513,personal,1617,1,0
ACC5514,personal,3268,1,0
ACC5515,personal,38,1,0
ACC5516,personal,2296,1,0
ACC5517,business,2403,1,1
ACC5518,personal,1484,1,0
ACC5519,personal,1958,1,0
ACC5520,business,1976,1,0
ACC5521,personal,2855,1,0
ACC5522,personal,1114,0,0
ACC5523,personal,199,1,0
ACC5524,personal,2381,1,0
ACC5525,personal,1894,1,0
ACC5526,personal,90,1,1
ACC5527,personal,536,1,0
ACC5528,personal,846,1,0
ACC5529,personal,2525,1,0
ACC5530,personal,2745,1,0
ACC5531,personal,460,0,0
ACC5532,business,1809,1,0
ACC5533,personal,2495,1,0
ACC5534,personal,231,1,0
ACC5535,personal,2803,1,0
ACC5536,personal,162,1,0
ACC5537,personal,1558,1,0
ACC5538,personal,282,1,0
ACC5539,personal,1918,1,0
ACC5540,personal,704,1,0
ACC5541,personal,2195,1,0
ACC5542,business,1042,1,0
ACC5543,personal,1747,1,0
ACC5544,business,623,1,0
